CUST_CODE,TotalSpend,TotalVisits,TotalSKUs,FirstDate,LastDate,TotalQuantity,TicketSize,total_days,recency,avg_Quantity_per_TotalVisit,Cluster
CUST0000301763,1197.3699999999951,101,325,2006-07-06,2008-07-04,1005,11.855148514851436,730,2,9.950495049504951,Cluster 3
CUST0000301843,253.30000000000032,45,76,2007-03-13,2008-07-02,215,5.628888888888896,478,4,4.777777777777778,Cluster 2
CUST0000302065,21.2,4,4,2007-10-08,2008-05-21,16,5.3,227,46,4.0,Cluster 2
CUST0000302332,45.78999999999999,11,26,2006-11-02,2008-04-11,57,4.162727272727272,527,86,5.181818181818182,Cluster 2
CUST0000302785,5.02,1,4,2006-08-02,2006-08-02,8,5.02,1,704,8.0,Cluster 0
CUST0000303300,4.62,4,4,2006-06-14,2008-03-07,4,1.155,633,121,1.0,Cluster 2
CUST0000303829,65.08999999999999,26,54,2006-04-18,2008-03-14,72,2.503461538461538,697,114,2.769230769230769,Cluster 2
CUST0000303864,476.02999999999963,17,140,2006-08-24,2008-06-27,318,28.00176470588233,674,9,18.705882352941178,Cluster 2
CUST0000303903,11.419999999999996,7,7,2006-07-15,2008-03-26,14,1.631428571428571,621,102,2.0,Cluster 2
CUST0000304480,362.10000000000025,40,112,2006-04-13,2008-06-19,230,9.052500000000006,799,17,5.75,Cluster 2
CUST0000305139,34.79,7,14,2007-08-05,2008-06-19,22,4.97,320,17,3.142857142857143,Cluster 2
CUST0000305737,3.35,1,3,2006-08-04,2006-08-04,5,3.35,1,702,5.0,Cluster 0
CUST0000305829,0.34,1,1,2007-12-07,2007-12-07,1,0.34,1,212,1.0,Cluster 0
CUST0000305858,223.98000000000008,12,77,2006-10-12,2008-05-30,164,18.665000000000006,597,37,13.666666666666666,Cluster 2
CUST0000306022,2.48,2,2,2006-06-10,2007-09-25,2,1.24,473,285,1.0,Cluster 2
CUST0000306181,402.98999999999995,11,139,2006-04-15,2008-07-05,271,36.63545454545454,813,1,24.636363636363637,Cluster 1
CUST0000306182,109.21000000000002,11,56,2006-09-22,2008-04-28,81,9.92818181818182,585,69,7.363636363636363,Cluster 2
CUST0000306622,0.29,1,1,2007-10-14,2007-10-14,1,0.29,1,266,1.0,Cluster 0
CUST0000306658,0.98,1,1,2006-12-17,2006-12-17,1,0.98,1,567,1.0,Cluster 0
CUST0000306717,152.67999999999998,6,47,2007-01-12,2008-04-29,76,25.446666666666662,474,68,12.666666666666666,Cluster 2
CUST0000306830,29.76000000000001,11,21,2006-06-14,2008-06-02,33,2.7054545454545464,720,34,3.0,Cluster 2
CUST0000307164,35.16,9,13,2006-05-07,2007-12-09,22,3.9066666666666663,582,210,2.4444444444444446,Cluster 2
CUST0000307261,47.96000000000001,11,32,2006-11-02,2008-05-29,60,4.36,575,38,5.454545454545454,Cluster 2
CUST0000307318,1.54,1,2,2008-01-22,2008-01-22,2,1.54,1,166,2.0,Cluster 0
CUST0000307323,294.65000000000026,42,84,2006-04-19,2008-07-01,300,7.015476190476197,805,5,7.142857142857143,Cluster 2
CUST0000307463,27.34,1,18,2007-02-23,2007-02-23,22,27.34,1,499,22.0,Cluster 1
CUST0000307692,18.72,2,1,2007-12-24,2008-05-26,2,9.36,155,41,1.0,Cluster 2
CUST0000307774,15.519999999999998,3,11,2006-05-15,2007-03-08,23,5.173333333333333,298,486,7.666666666666667,Cluster 0
CUST0000308476,259.19999999999993,26,81,2006-08-30,2008-06-15,223,9.969230769230766,656,21,8.576923076923077,Cluster 2
CUST0000308719,2.1199999999999997,2,3,2008-02-08,2008-03-12,3,1.0599999999999998,34,116,1.5,Cluster 0
CUST0000308778,291.99000000000007,20,116,2006-05-09,2008-06-06,225,14.599500000000003,760,30,11.25,Cluster 2
CUST0000308781,5.77,1,1,2006-05-19,2006-05-19,1,5.77,1,779,1.0,Cluster 0
CUST0000309565,0.8700000000000001,1,2,2007-09-30,2007-09-30,2,0.8700000000000001,1,280,2.0,Cluster 0
CUST0000309691,47.620000000000005,11,22,2006-06-22,2008-05-14,34,4.329090909090909,693,53,3.090909090909091,Cluster 2
CUST0000309908,197.53999999999994,46,75,2006-08-11,2008-07-05,196,4.294347826086955,695,1,4.260869565217392,Cluster 2
CUST0000310028,0.56,1,1,2006-12-31,2006-12-31,1,0.56,1,553,1.0,Cluster 0
CUST0000310063,92.1,4,19,2007-07-10,2008-04-11,75,23.025,277,86,18.75,Cluster 1
CUST0000310147,389.7299999999998,49,113,2006-04-28,2008-06-29,308,7.953673469387751,794,7,6.285714285714286,Cluster 2
CUST0000310258,175.64000000000001,5,87,2006-08-19,2007-12-31,128,35.128,500,188,25.6,Cluster 1
CUST0000310332,3.38,1,3,2006-09-19,2006-09-19,3,3.38,1,656,3.0,Cluster 0
CUST0000310624,180.54999999999995,7,62,2006-09-03,2008-06-26,157,25.792857142857137,663,10,22.428571428571427,Cluster 1
CUST0000310750,43.25999999999999,3,22,2007-02-14,2008-05-09,50,14.419999999999996,451,58,16.666666666666668,Cluster 2
CUST0000310991,827.1999999999991,16,172,2006-10-29,2008-05-27,413,51.699999999999946,577,40,25.8125,Cluster 1
CUST0000311195,216.99,27,82,2007-06-16,2008-06-28,179,8.036666666666667,379,8,6.62962962962963,Cluster 2
CUST0000311218,1611.5199999999998,194,319,2006-04-13,2008-06-30,1237,8.30680412371134,810,6,6.376288659793815,Cluster 3
CUST0000311311,132.25999999999996,16,49,2006-04-13,2008-06-20,103,8.266249999999998,800,16,6.4375,Cluster 2
CUST0000311602,82.98,14,28,2006-05-08,2007-11-19,48,5.927142857142857,561,230,3.4285714285714284,Cluster 2
CUST0000311641,72.52999999999999,4,28,2007-06-29,2008-05-24,68,18.132499999999997,331,43,17.0,Cluster 2
CUST0000311656,0.16,2,1,2007-08-10,2008-06-07,2,0.08,303,29,1.0,Cluster 2
CUST0000311817,96.53999999999999,6,40,2007-07-13,2008-04-14,82,16.09,277,83,13.666666666666666,Cluster 2
CUST0000312023,6.25,4,8,2006-09-06,2007-01-19,8,1.5625,136,534,2.0,Cluster 0
CUST0000312034,2992.3200000000083,135,482,2006-04-14,2008-06-27,2165,22.165333333333397,806,9,16.037037037037038,Cluster 3
CUST0000312108,873.6099999999992,58,186,2006-04-17,2008-07-02,518,15.062241379310331,808,4,8.931034482758621,Cluster 2
CUST0000312209,28.02,3,7,2006-06-20,2007-06-22,7,9.34,368,380,2.3333333333333335,Cluster 0
CUST0000312377,282.16999999999996,29,84,2006-04-17,2008-05-22,162,9.729999999999999,767,45,5.586206896551724,Cluster 2
CUST0000312411,2510.180000000008,90,363,2006-05-11,2008-06-26,2016,27.890888888888977,778,10,22.4,Cluster 3
CUST0000312663,1.87,1,2,2007-12-18,2007-12-18,2,1.87,1,201,2.0,Cluster 0
CUST0000313042,368.48999999999995,31,147,2006-04-10,2008-06-13,280,11.886774193548385,796,23,9.03225806451613,Cluster 2
CUST0000313453,657.9799999999985,187,124,2006-04-13,2008-06-24,617,3.5186096256684416,804,12,3.299465240641711,Cluster 2
CUST0000313734,42.870000000000005,8,18,2006-08-24,2008-07-03,46,5.358750000000001,680,3,5.75,Cluster 2
CUST0000313862,743.5500000000004,120,221,2006-06-01,2008-06-28,545,6.196250000000004,759,8,4.541666666666667,Cluster 2
CUST0000314122,290.42999999999995,12,105,2006-04-20,2008-05-30,199,24.202499999999997,772,37,16.583333333333332,Cluster 2
CUST0000314193,1.71,1,3,2007-01-12,2007-01-12,3,1.71,1,541,3.0,Cluster 0
CUST0000314681,280.88999999999993,10,80,2007-01-07,2007-12-30,161,28.08899999999999,358,189,16.1,Cluster 1
CUST0000314742,1.88,2,2,2006-10-19,2007-07-27,4,0.94,282,345,2.0,Cluster 0
CUST0000314808,0.79,1,1,2008-03-26,2008-03-26,1,0.79,1,102,1.0,Cluster 0
CUST0000314887,8.24,1,3,2008-01-17,2008-01-17,3,8.24,1,171,3.0,Cluster 0
CUST0000315320,5.25,3,5,2007-01-31,2007-12-01,7,1.75,305,218,2.3333333333333335,Cluster 0
CUST0000315496,0.16,1,2,2008-04-06,2008-04-06,4,0.16,1,91,4.0,Cluster 0
CUST0000315497,0.26,1,1,2007-12-14,2007-12-14,1,0.26,1,205,1.0,Cluster 0
CUST0000315942,1340.2199999999955,317,231,2006-04-10,2008-06-21,1247,4.227823343848566,804,15,3.9337539432176656,Cluster 3
CUST0000316509,2151.190000000006,207,424,2006-04-10,2008-07-04,1721,10.392222222222252,817,2,8.31400966183575,Cluster 3
CUST0000316818,6.77,1,4,2006-10-29,2006-10-29,4,6.77,1,616,4.0,Cluster 0
CUST0000317126,1085.1199999999988,228,216,2006-04-10,2008-07-01,772,4.75929824561403,814,5,3.3859649122807016,Cluster 3
CUST0000317284,1.46,1,2,2007-08-24,2007-08-24,2,1.46,1,317,2.0,Cluster 0
CUST0000317421,3.3899999999999997,1,4,2006-07-27,2006-07-27,4,3.3899999999999997,1,710,4.0,Cluster 0
CUST0000317437,24.140000000000004,14,15,2007-04-09,2008-05-12,24,1.7242857142857146,400,55,1.7142857142857142,Cluster 2
CUST0000317621,9.27,2,4,2007-09-11,2007-09-14,6,4.635,4,296,3.0,Cluster 0
CUST0000318247,0.88,1,1,2006-05-30,2006-05-30,1,0.88,1,768,1.0,Cluster 0
CUST0000318273,4429.569999999977,390,578,2006-04-10,2008-07-02,3006,11.357871794871736,815,4,7.707692307692308,Cluster 3
CUST0000318304,23.200000000000003,5,7,2006-06-15,2008-06-15,23,4.640000000000001,732,21,4.6,Cluster 2
CUST0000318574,0.54,1,1,2006-11-07,2006-11-07,1,0.54,1,607,1.0,Cluster 0
CUST0000318683,1.02,1,2,2007-07-03,2007-07-03,4,1.02,1,369,4.0,Cluster 0
CUST0000318976,3.97,3,2,2006-04-21,2008-05-20,3,1.3233333333333335,761,47,1.0,Cluster 2
CUST0000319615,1.9300000000000002,2,2,2007-11-13,2008-02-03,2,0.9650000000000001,83,154,1.0,Cluster 0
CUST0000320397,14.069999999999999,2,6,2006-08-08,2007-11-30,8,7.034999999999999,480,219,4.0,Cluster 2
CUST0000320534,20.330000000000002,8,15,2006-07-24,2008-07-06,21,2.5412500000000002,714,0,2.625,Cluster 2
CUST0000320706,1.41,1,2,2006-04-28,2006-04-28,2,1.41,1,800,2.0,Cluster 0
CUST0000320929,0.84,2,1,2007-09-28,2008-05-02,2,0.42,218,65,1.0,Cluster 2
CUST0000320942,10.200000000000001,2,7,2007-05-24,2007-07-31,8,5.1000000000000005,69,341,4.0,Cluster 0
CUST0000321246,34.050000000000004,7,14,2006-05-16,2007-10-21,25,4.864285714285715,524,259,3.5714285714285716,Cluster 2
CUST0000321547,1.94,2,1,2007-01-24,2008-06-04,2,0.97,498,32,1.0,Cluster 2
CUST0000321672,7.44,1,1,2007-10-06,2007-10-06,1,7.44,1,274,1.0,Cluster 0
CUST0000321827,1.87,1,1,2006-07-23,2006-07-23,1,1.87,1,714,1.0,Cluster 0
CUST0000322173,97.86000000000007,16,45,2006-04-21,2008-05-31,91,6.116250000000004,772,36,5.6875,Cluster 2
CUST0000322279,0.79,1,1,2007-02-01,2007-02-01,1,0.79,1,521,1.0,Cluster 0
CUST0000322426,13.31,7,3,2006-10-02,2008-06-15,8,1.9014285714285715,623,21,1.1428571428571428,Cluster 2
CUST0000322549,80.38000000000001,6,29,2006-12-24,2008-06-25,53,13.396666666666668,550,11,8.833333333333334,Cluster 2
CUST0000322562,2582.350000000013,93,410,2006-04-18,2008-07-04,2446,27.76720430107541,809,2,26.301075268817204,Cluster 3
CUST0000322687,404.17000000000047,83,159,2006-05-08,2008-07-02,266,4.8695180722891624,787,4,3.2048192771084336,Cluster 2
CUST0000322740,1.72,2,1,2006-10-24,2008-05-26,2,0.86,581,41,1.0,Cluster 2
CUST0000322793,36.86000000000001,3,18,2006-08-29,2008-05-18,23,12.286666666666669,629,49,7.666666666666667,Cluster 2
CUST0000322811,8.81,4,6,2007-06-23,2008-05-09,11,2.2025,322,58,2.75,Cluster 2
CUST0000323271,36.36,1,10,2006-08-19,2006-08-19,10,36.36,1,687,10.0,Cluster 0
CUST0000323394,141.18,5,39,2006-05-05,2008-04-17,76,28.236,714,80,15.2,Cluster 2
CUST0000323724,1.51,2,2,2006-10-13,2007-06-07,2,0.755,238,395,1.0,Cluster 0
CUST0000324094,30.650000000000002,1,16,2006-09-07,2006-09-07,21,30.650000000000002,1,668,21.0,Cluster 1
CUST0000324250,5.17,3,3,2006-11-05,2008-02-07,5,1.7233333333333334,460,150,1.6666666666666667,Cluster 2
CUST0000324423,102.95,10,40,2006-04-11,2006-11-28,113,10.295,232,586,11.3,Cluster 0
CUST0000324501,0.47,1,1,2007-05-17,2007-05-17,1,0.47,1,416,1.0,Cluster 0
CUST0000324730,61.400000000000006,5,8,2006-09-20,2008-03-01,18,12.280000000000001,529,127,3.6,Cluster 2
CUST0000324741,14.559999999999999,1,5,2007-06-24,2007-06-24,9,14.559999999999999,1,378,9.0,Cluster 0
CUST0000324851,1419.4599999999987,106,298,2006-04-15,2008-06-23,1935,13.391132075471685,801,13,18.254716981132077,Cluster 3
CUST0000325045,30.840000000000003,5,24,2007-11-06,2008-06-10,48,6.168000000000001,218,26,9.6,Cluster 2
CUST0000325071,835.03,46,231,2007-07-18,2008-06-13,706,18.15282608695652,332,23,15.347826086956522,Cluster 2
CUST0000325292,4739.549999999975,287,462,2006-04-10,2008-07-06,3656,16.51411149825775,819,0,12.738675958188153,Cluster 3
CUST0000325300,11.16,1,10,2007-11-11,2007-11-11,10,11.16,1,238,10.0,Cluster 0
CUST0000325318,25.649999999999995,2,20,2007-09-26,2007-09-30,22,12.824999999999998,5,280,11.0,Cluster 0
CUST0000325492,4.88,2,3,2007-03-13,2007-04-29,3,2.44,48,434,1.5,Cluster 0
CUST0000325587,39.24,3,19,2007-02-12,2008-03-17,21,13.08,400,111,7.0,Cluster 2
CUST0000326074,353.85000000000036,71,90,2006-05-09,2008-07-04,278,4.983802816901414,788,2,3.915492957746479,Cluster 2
CUST0000326082,7.33,2,3,2007-06-07,2007-11-25,5,3.665,172,224,2.5,Cluster 0
CUST0000326140,780.1799999999994,27,162,2006-09-21,2008-06-12,507,28.895555555555532,631,24,18.77777777777778,Cluster 1
CUST0000326271,1.34,3,3,2006-04-17,2006-12-08,3,0.4466666666666667,236,576,1.0,Cluster 0
CUST0000326334,17.28,3,6,2007-06-16,2007-06-17,14,5.760000000000001,2,385,4.666666666666667,Cluster 0
CUST0000326497,2.91,1,2,2006-08-13,2006-08-13,4,2.91,1,693,4.0,Cluster 0
CUST0000326585,1858.6300000000076,172,284,2006-04-18,2008-06-22,1731,10.805988372093067,797,14,10.063953488372093,Cluster 3
CUST0000326727,0.99,1,1,2006-07-24,2006-07-24,1,0.99,1,713,1.0,Cluster 0
CUST0000326860,1.47,1,2,2006-11-01,2006-11-01,2,1.47,1,613,2.0,Cluster 0
CUST0000327196,1.82,2,1,2007-06-28,2008-04-28,2,0.91,306,69,1.0,Cluster 2
CUST0000327356,4.2,2,1,2006-10-12,2008-05-21,12,2.1,588,46,6.0,Cluster 2
CUST0000327543,1.49,1,2,2007-03-05,2007-03-05,2,1.49,1,489,2.0,Cluster 0
CUST0000327573,15.65,1,8,2006-04-22,2006-04-22,12,15.65,1,806,12.0,Cluster 0
CUST0000327578,109.69999999999999,16,50,2006-05-24,2008-07-06,98,6.856249999999999,775,0,6.125,Cluster 2
CUST0000327847,48.49000000000001,4,25,2007-11-17,2007-12-10,33,12.122500000000002,24,209,8.25,Cluster 0
CUST0000327899,7.840000000000001,1,6,2006-07-29,2006-07-29,6,7.840000000000001,1,708,6.0,Cluster 0
CUST0000327988,0.81,1,1,2006-07-29,2006-07-29,3,0.81,1,708,3.0,Cluster 0
CUST0000328009,137.60000000000008,22,51,2006-04-21,2008-05-05,107,6.254545454545458,746,62,4.863636363636363,Cluster 2
CUST0000328079,246.16999999999993,6,73,2007-09-23,2008-06-18,298,41.02833333333332,270,18,49.666666666666664,Cluster 1
CUST0000328290,17.14,2,4,2006-10-13,2008-05-21,12,8.57,587,46,6.0,Cluster 2
CUST0000328513,78.01000000000002,7,25,2006-10-08,2008-05-21,74,11.144285714285717,592,46,10.571428571428571,Cluster 2
CUST0000328520,16.97,13,8,2006-04-12,2008-02-04,19,1.3053846153846154,664,153,1.4615384615384615,Cluster 2
CUST0000328610,7.85,5,5,2006-06-22,2008-04-21,7,1.5699999999999998,670,76,1.4,Cluster 2
CUST0000328613,9.62,5,8,2006-07-23,2008-06-06,15,1.924,685,30,3.0,Cluster 2
CUST0000328892,14.74,1,10,2007-07-01,2007-07-01,10,14.74,1,371,10.0,Cluster 0
CUST0000329185,2.6399999999999997,2,3,2006-04-10,2008-03-23,3,1.3199999999999998,714,105,1.5,Cluster 2
CUST0000329291,216.1299999999999,30,42,2006-07-30,2008-05-04,333,7.20433333333333,645,63,11.1,Cluster 2
CUST0000329306,9.61,4,9,2006-11-11,2007-10-30,10,2.4025,354,250,2.5,Cluster 0
CUST0000329395,6.16,2,6,2006-08-26,2008-01-26,6,3.08,519,162,3.0,Cluster 2
CUST0000329524,233.71999999999994,18,61,2006-10-12,2008-07-01,133,12.984444444444442,629,5,7.388888888888889,Cluster 2
CUST0000329537,3192.8199999999915,123,503,2006-04-11,2008-06-26,2624,25.95788617886172,808,10,21.333333333333332,Cluster 3
CUST0000329562,3.0,1,2,2008-03-26,2008-03-26,2,3.0,1,102,2.0,Cluster 0
CUST0000329593,3.23,1,3,2007-06-07,2007-06-07,3,3.23,1,395,3.0,Cluster 0
CUST0000329758,0.38,1,1,2007-01-01,2007-01-01,1,0.38,1,552,1.0,Cluster 0
CUST0000329829,17.08,9,7,2007-06-11,2008-06-04,10,1.8977777777777776,360,32,1.1111111111111112,Cluster 2
CUST0000330158,125.70999999999998,21,48,2006-05-12,2008-05-12,113,5.986190476190475,732,55,5.380952380952381,Cluster 2
CUST0000330682,36.5,8,28,2007-04-30,2008-03-16,48,4.5625,322,112,6.0,Cluster 2
CUST0000330756,1.04,1,1,2006-07-16,2006-07-16,1,1.04,1,721,1.0,Cluster 0
CUST0000331019,49.99,5,35,2006-05-01,2007-10-10,37,9.998000000000001,528,270,7.4,Cluster 2
CUST0000331116,136.35000000000002,7,25,2007-05-15,2008-01-15,55,19.47857142857143,246,173,7.857142857142857,Cluster 2
CUST0000331174,1.35,1,1,2007-02-11,2007-02-11,1,1.35,1,511,1.0,Cluster 0
CUST0000331221,6.9399999999999995,2,3,2007-07-07,2007-08-07,3,3.4699999999999998,32,334,1.5,Cluster 0
CUST0000331358,2.08,2,1,2007-11-24,2008-04-10,2,1.04,139,87,1.0,Cluster 0
CUST0000331640,17.389999999999997,16,15,2006-04-23,2008-04-07,30,1.0868749999999998,716,90,1.875,Cluster 2
CUST0000331764,14.100000000000001,4,5,2007-09-15,2008-06-29,8,3.5250000000000004,289,7,2.0,Cluster 2
CUST0000331936,1.21,1,1,2007-03-17,2007-03-17,1,1.21,1,477,1.0,Cluster 0
CUST0000332288,41.76,1,1,2007-08-22,2007-08-22,3,41.76,1,319,3.0,Cluster 0
CUST0000332474,77.93999999999998,3,31,2006-07-28,2006-11-10,41,25.979999999999993,106,604,13.666666666666666,Cluster 0
CUST0000332590,29.389999999999993,31,5,2006-05-18,2008-06-22,40,0.9480645161290321,767,14,1.2903225806451613,Cluster 2
CUST0000332806,10.749999999999998,1,6,2006-06-24,2006-06-24,8,10.749999999999998,1,743,8.0,Cluster 0
CUST0000333347,769.4999999999989,111,267,2006-04-10,2008-06-22,788,6.932432432432422,805,14,7.099099099099099,Cluster 2
CUST0000333675,8.61,2,8,2007-06-29,2007-07-11,8,4.305,13,361,4.0,Cluster 0
CUST0000333717,0.73,1,1,2006-05-17,2006-05-17,1,0.73,1,781,1.0,Cluster 0
CUST0000333935,23.160000000000004,2,11,2006-07-17,2006-07-20,12,11.580000000000002,4,717,6.0,Cluster 0
CUST0000334089,56.34,6,23,2007-03-13,2008-06-24,69,9.39,470,12,11.5,Cluster 2
CUST0000334149,0.98,1,1,2007-10-28,2007-10-28,1,0.98,1,252,1.0,Cluster 0
CUST0000334222,435.0500000000001,111,176,2006-04-15,2008-06-27,423,3.9193693693693703,805,9,3.810810810810811,Cluster 2
CUST0000334274,6.049999999999999,1,7,2007-07-15,2007-07-15,14,6.049999999999999,1,357,14.0,Cluster 0
CUST0000334325,3.5,1,1,2007-10-05,2007-10-05,1,3.5,1,275,1.0,Cluster 0
CUST0000334362,2.39,1,1,2006-12-07,2006-12-07,1,2.39,1,577,1.0,Cluster 0
CUST0000334672,230.42999999999992,10,76,2006-06-19,2008-05-21,131,23.042999999999992,703,46,13.1,Cluster 2
CUST0000334773,87.72999999999999,16,35,2006-07-07,2008-06-26,52,5.483124999999999,721,10,3.25,Cluster 2
CUST0000335064,1037.0699999999965,248,234,2006-04-12,2008-07-06,993,4.181733870967728,817,0,4.004032258064516,Cluster 3
CUST0000335095,0.21,1,1,2006-09-03,2006-09-03,1,0.21,1,672,1.0,Cluster 0
CUST0000335195,4.02,1,4,2007-01-14,2007-01-14,4,4.02,1,539,4.0,Cluster 0
CUST0000335864,31.020000000000003,3,26,2006-04-27,2008-04-25,31,10.340000000000002,730,72,10.333333333333334,Cluster 2
CUST0000335958,53.739999999999995,3,31,2006-06-09,2006-09-08,35,17.91333333333333,92,667,11.666666666666666,Cluster 0
CUST0000335965,4.29,1,1,2007-08-10,2007-08-10,3,4.29,1,331,3.0,Cluster 0
CUST0000335996,20.740000000000002,3,9,2006-07-14,2006-11-21,15,6.913333333333334,131,593,5.0,Cluster 0
CUST0000336062,29.709999999999994,7,7,2006-06-13,2008-06-04,16,4.244285714285714,723,32,2.2857142857142856,Cluster 2
CUST0000336069,6.529999999999999,1,3,2006-10-18,2006-10-18,3,6.529999999999999,1,627,3.0,Cluster 0
CUST0000336086,37.620000000000005,11,11,2006-06-17,2008-06-11,36,3.4200000000000004,726,25,3.272727272727273,Cluster 2
CUST0000336132,71.91,7,35,2006-06-18,2008-05-04,54,10.272857142857143,687,63,7.714285714285714,Cluster 2
CUST0000336263,0.63,1,1,2007-04-30,2007-04-30,1,0.63,1,433,1.0,Cluster 0
CUST0000336557,3.22,2,1,2006-10-23,2008-06-10,2,1.61,597,26,1.0,Cluster 2
CUST0000336781,1460.6600000000005,83,283,2006-04-24,2008-07-02,1666,17.598313253012055,801,4,20.072289156626507,Cluster 3
CUST0000336898,16.409999999999997,1,4,2006-09-20,2006-09-20,21,16.409999999999997,1,655,21.0,Cluster 0
CUST0000337192,2158.1899999999887,366,429,2006-04-12,2008-07-03,1984,5.896693989071007,814,3,5.420765027322404,Cluster 3
CUST0000337195,5.1899999999999995,1,4,2006-12-21,2006-12-21,4,5.1899999999999995,1,563,4.0,Cluster 0
CUST0000337231,0.88,1,1,2007-06-13,2007-06-13,1,0.88,1,389,1.0,Cluster 0
CUST0000337293,112.42000000000007,17,42,2006-05-08,2008-04-17,80,6.612941176470592,711,80,4.705882352941177,Cluster 2
CUST0000337442,1.19,2,2,2006-07-23,2006-11-25,2,0.595,126,589,1.0,Cluster 0
CUST0000337518,1.35,1,2,2006-12-22,2006-12-22,2,1.35,1,562,2.0,Cluster 0
CUST0000337847,7.029999999999999,2,6,2006-05-08,2006-05-23,14,3.5149999999999997,16,775,7.0,Cluster 0
CUST0000338036,14.22,3,6,2007-01-29,2008-06-29,10,4.74,518,7,3.3333333333333335,Cluster 2
CUST0000338272,51.60000000000001,3,27,2007-07-15,2007-12-30,43,17.200000000000003,169,189,14.333333333333334,Cluster 0
CUST0000338285,139.43999999999997,48,49,2006-04-10,2008-06-07,150,2.9049999999999994,790,29,3.125,Cluster 2
CUST0000338934,800.8599999999985,72,205,2007-01-27,2008-06-18,748,11.123055555555535,509,18,10.38888888888889,Cluster 2
CUST0000339006,167.57000000000002,26,58,2006-08-27,2008-07-05,115,6.445000000000001,679,1,4.423076923076923,Cluster 2
CUST0000339040,34.589999999999996,12,22,2006-06-07,2008-05-18,30,2.8825,712,49,2.5,Cluster 2
CUST0000339434,5.17,3,2,2006-08-23,2007-12-16,13,1.7233333333333334,481,203,4.333333333333333,Cluster 2
CUST0000339488,19.33,1,12,2006-12-20,2006-12-20,16,19.33,1,564,16.0,Cluster 0
CUST0000339520,0.62,1,1,2007-03-27,2007-03-27,1,0.62,1,467,1.0,Cluster 0
CUST0000339588,9.059999999999999,1,2,2006-12-10,2006-12-10,5,9.059999999999999,1,574,5.0,Cluster 0
CUST0000339754,8.809999999999999,4,6,2006-06-17,2007-01-21,6,2.2024999999999997,219,532,1.5,Cluster 0
CUST0000339965,782.199999999999,83,243,2006-04-12,2008-07-06,679,9.424096385542157,817,0,8.180722891566266,Cluster 2
CUST0000340397,1215.32,47,209,2006-04-12,2008-06-21,1100,25.85787234042553,802,15,23.404255319148938,Cluster 1
CUST0000340481,613.9399999999998,2,51,2006-11-26,2008-05-10,346,306.9699999999999,532,57,173.0,Cluster 1
CUST0000340589,1.3900000000000001,1,2,2008-04-05,2008-04-05,2,1.3900000000000001,1,92,2.0,Cluster 0
CUST0000340800,43.34,8,4,2006-09-19,2008-05-18,10,5.4175,608,49,1.25,Cluster 2
CUST0000340938,8.05,1,7,2007-07-12,2007-07-12,9,8.05,1,360,9.0,Cluster 0
CUST0000341004,1005.3700000000001,50,253,2006-06-20,2008-06-04,627,20.107400000000002,716,32,12.54,Cluster 2
CUST0000341074,2.44,1,1,2007-09-06,2007-09-06,1,2.44,1,304,1.0,Cluster 0
CUST0000341493,2070.5400000000045,185,181,2006-04-20,2008-07-02,1355,11.192108108108133,805,4,7.324324324324325,Cluster 3
CUST0000341580,35.65000000000001,1,25,2006-12-30,2006-12-30,29,35.65000000000001,1,554,29.0,Cluster 1
CUST0000341724,48.239999999999995,13,25,2007-02-13,2008-06-17,51,3.7107692307692304,491,19,3.923076923076923,Cluster 2
CUST0000341862,75.12000000000002,1,14,2006-12-07,2006-12-07,30,75.12000000000002,1,577,30.0,Cluster 1
CUST0000342121,0.41,1,1,2006-10-08,2006-10-08,1,0.41,1,637,1.0,Cluster 0
CUST0000342302,22.189999999999998,1,19,2007-10-14,2007-10-14,30,22.189999999999998,1,266,30.0,Cluster 1
CUST0000342401,61.39000000000001,7,24,2006-10-31,2008-06-23,41,8.770000000000001,602,13,5.857142857142857,Cluster 2
CUST0000342432,12.37,2,8,2006-04-14,2006-08-07,11,6.185,116,699,5.5,Cluster 0
CUST0000342556,2.7,1,2,2007-11-19,2007-11-19,2,2.7,1,230,2.0,Cluster 0
CUST0000342807,266.1600000000001,2,3,2007-03-15,2008-06-28,42,133.08000000000004,472,8,21.0,Cluster 1
CUST0000343018,32.209999999999994,6,18,2006-04-13,2008-05-15,33,5.368333333333332,764,52,5.5,Cluster 2
CUST0000343031,15.7,1,10,2007-08-04,2007-08-04,18,15.7,1,337,18.0,Cluster 0
CUST0000343114,1.6,1,1,2007-08-25,2007-08-25,1,1.6,1,316,1.0,Cluster 0
CUST0000343135,1.6,1,1,2007-01-25,2007-01-25,1,1.6,1,528,1.0,Cluster 0
CUST0000343404,13.17,3,8,2007-09-18,2007-12-07,18,4.39,81,212,6.0,Cluster 0
CUST0000343413,43.309999999999995,19,25,2006-04-18,2008-06-30,52,2.279473684210526,805,6,2.736842105263158,Cluster 2
CUST0000343455,15.15,1,9,2007-08-11,2007-08-11,13,15.15,1,330,13.0,Cluster 0
CUST0000343600,1.17,1,1,2007-05-24,2007-05-24,1,1.17,1,409,1.0,Cluster 0
CUST0000343731,3.62,2,2,2006-05-18,2008-06-01,4,1.81,746,35,2.0,Cluster 2
CUST0000343746,4.24,1,3,2007-11-12,2007-11-12,3,4.24,1,237,3.0,Cluster 0
